global_order,step_no,step_title,sub_step_no,sub_step_title,position,sl_no,id,title,difficulty,difficulty_code,tags,leetcode,coding_ninjas,gfg,youtube,article,tuf_plus,tuf_plus_editorial,leetcode_original,coding_ninjas_original,gfg_original,youtube_original,article_original,tuf_plus_original,tuf_plus_editorial_original,flags_and_link_issues
40,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,2,2,scndlrgstlmntinnrrywithtsrting,Second Largest Element in an Array without sorting,Easy,0,Arrays | Data Structures,,https://www.codingninjas.com/codestudio/problems/ninja-and-the-second-order-elements_6581960,https://www.geeksforgeeks.org/problems/second-largest3735/1,https://www.youtube.com/watch?v=37E9ckMDdTk&t=810,https://takeuforward.org/data-structure/find-second-smallest-and-second-largest-element-in-an-array/,https://takeuforward.org/plus/dsa/problems/second-largest-element,https://takeuforward.org/plus/dsa/problems/second-largest-element?tab=editorial,,https://www.codingninjas.com/codestudio/problems/ninja-and-the-second-order-elements_6581960?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3pFvBcN,https://youtu.be/37E9ckMDdTk?t=810,,,,gfg:bitly_expanded_destination_unverified
41,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,3,3,chckifthrryissrtd,Check if the array is sorted,Easy,0,Arrays | Data Structures,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/,https://www.codingninjas.com/codestudio/problems/ninja-and-the-sorted-check_6581957,https://www.geeksforgeeks.org/problems/check-if-an-array-is-sorted0701/1,https://www.youtube.com/watch?v=37E9ckMDdTk&t=17224,https://takeuforward.org/data-structure/check-if-an-array-is-sorted/,https://takeuforward.org/plus/dsa/problems/check-if-the-array-is-sorted,https://takeuforward.org/plus/dsa/problems/check-if-the-array-is-sorted?tab=editorial,"https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/#:~:text=Input%3A%20nums%20%3D%20%5B2%2C,no%20rotation)%20to%20make%20nums.",https://www.codingninjas.com/codestudio/problems/ninja-and-the-sorted-check_6581957?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Ap9U6F,https://youtu.be/37E9ckMDdTk?t=17224,,,,gfg:bitly_expanded_destination_unverified; tuf_plus_editorial:whitespace_trimmed
42,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,4,4,rmvdplictsfrmsrtdrry,Remove duplicates from Sorted array,Easy,0,Arrays | Data Structures,https://leetcode.com/problems/remove-duplicates-from-sorted-array/,https://www.codingninjas.com/codestudio/problems/remove-duplicates-from-sorted-array_1102307,https://www.geeksforgeeks.org/problems/remove-duplicate-elements-from-sorted-array/1,https://www.youtube.com/watch?v=37E9ckMDdTk&t=1887,https://takeuforward.org/data-structure/remove-duplicates-in-place-from-sorted-array/,https://takeuforward.org/plus/dsa/problems/remove-duplicates-from-sorted-array,https://takeuforward.org/plus/dsa/problems/remove-duplicates-from-sorted-array?tab=editorial,"https://leetcode.com/problems/remove-duplicates-from-sorted-array/#:~:text=Input%3A%20nums%20%3D%20%5B0%2C,%2C%203%2C%20and%204%20respectively.",https://www.codingninjas.com/codestudio/problems/remove-duplicates-from-sorted-array_1102307?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3w7b6ck,https://youtu.be/37E9ckMDdTk?t=1887,,,,gfg:bitly_expanded_destination_unverified
43,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,5,5,lftrttnrrybynplc,Left Rotate an array by one place,Easy,0,Arrays | Data Structures,https://leetcode.com/problems/rotate-array/,https://www.codingninjas.com/codestudio/problems/left-rotate-an-array-by-one_5026278,https://www.geeksforgeeks.org/problems/quick-left-rotation3806/1,https://www.youtube.com/watch?v=wvcQg43_V8U&t=61,https://takeuforward.org/data-structure/left-rotate-the-array-by-one/,https://takeuforward.org/plus/dsa/problems/left-rotate-array-by-one,https://takeuforward.org/plus/dsa/problems/left-rotate-array-by-one?tab=editorial,,https://www.codingninjas.com/codestudio/problems/left-rotate-an-array-by-one_5026278?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dnn9vC,https://youtu.be/wvcQg43_V8U?t=61,,,,gfg:bitly_expanded_destination_unverified
44,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,6,6,lftrttnrrybydplcs,Left rotate an array by D places,Easy,0,Arrays | Data Structures,https://leetcode.com/problems/rotate-array/,https://www.codingninjas.com/codestudio/problems/rotate-array_1230543,https://www.geeksforgeeks.org/problems/reversal-algorithm5340/1,https://www.youtube.com/watch?v=wvcQg43_V8U&t=485,https://takeuforward.org/data-structure/rotate-array-by-k-elements/,https://takeuforward.org/plus/dsa/problems/left-rotate-array,https://takeuforward.org/plus/dsa/problems/left-rotate-array?tab=editorial,,https://www.codingninjas.com/codestudio/problems/rotate-array_1230543?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dyCKZg,https://youtu.be/wvcQg43_V8U?t=485,,,,gfg:bitly_expanded_destination_unverified
45,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,7,7,mvzrstnd,Move Zeros to end,Easy,0,Arrays | Data Structures | Two Pointer,https://leetcode.com/problems/move-zeroes/,https://www.codingninjas.com/codestudio/problems/ninja-and-the-zero-s_6581958,https://www.geeksforgeeks.org/problems/move-all-zeroes-to-end-of-array0751/1,https://www.youtube.com/watch?v=wvcQg43_V8U&t=1633,https://takeuforward.org/data-structure/move-all-zeros-to-the-end-of-the-array/,https://takeuforward.org/plus/dsa/problems/move-zeros-to-end,https://takeuforward.org/plus/dsa/problems/move-zeros-to-end?tab=editorial,,https://www.codingninjas.com/codestudio/problems/ninja-and-the-zero-s_6581958?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3PrGIjT,https://youtu.be/wvcQg43_V8U?t=1633,,,,gfg:bitly_expanded_destination_unverified
46,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,8,8,linrsrch,Linear Search,Easy,0,Arrays | Data Structures,,https://www.codingninjas.com/codestudio/problems/linear-search_6922070,https://www.geeksforgeeks.org/problems/who-will-win-1587115621/1,https://www.youtube.com/watch?v=wvcQg43_V8U&t=2465,https://takeuforward.org/data-structure/linear-search-in-c/,https://takeuforward.org/plus/dsa/problems/linear-search,https://takeuforward.org/plus/dsa/problems/linear-search?tab=editorial,,https://www.codingninjas.com/codestudio/problems/linear-search_6922070?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3KcpHcB,https://youtu.be/wvcQg43_V8U?t=2465,,,,gfg:bitly_expanded_destination_unverified
47,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,9,9,findthnin,Find the Union,Medium,1,Arrays | Hashing | Sorting | Data Structures,,https://www.codingninjas.com/codestudio/problems/sorted-array_6613259,https://www.geeksforgeeks.org/problems/union-of-two-sorted-arrays-1587115621/1,https://www.youtube.com/watch?v=wvcQg43_V8U&t=2584,https://takeuforward.org/data-structure/union-of-two-sorted-arrays/,https://takeuforward.org/plus/dsa/problems/union-of-two-sorted-arrays,https://takeuforward.org/plus/dsa/problems/union-of-two-sorted-arrays?tab=editorial,,https://www.codingninjas.com/codestudio/problems/sorted-array_6613259?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Ap7Onp,https://youtu.be/wvcQg43_V8U?t=2584,,,,gfg:bitly_expanded_destination_unverified
48,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,10,10,findmissingnmbrinnrry,Find missing number in an array,Easy,0,Arrays | Data Structures | Binary Search | Hashing,https://leetcode.com/problems/missing-number/,,https://www.geeksforgeeks.org/problems/missing-number4257/1,https://www.youtube.com/watch?v=bYWLJb3vCWY&t=57,https://takeuforward.org/arrays/find-the-missing-number-in-an-array/,https://takeuforward.org/plus/dsa/problems/find-missing-number,https://takeuforward.org/plus/dsa/problems/find-missing-number?tab=editorial,,,https://bit.ly/3A2pKTh,https://youtu.be/bYWLJb3vCWY?t=57,,,,gfg:bitly_expanded_destination_unverified
49,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,11,11,mximmcnsctivns,Maximum Consecutive Ones,Easy,0,Arrays | Data Structures,https://leetcode.com/problems/max-consecutive-ones/,https://www.codingninjas.com/codestudio/problems/traffic_6682625,https://www.geeksforgeeks.org/problems/maximize-number-of-1s0905/1,https://www.youtube.com/watch?v=bYWLJb3vCWY&t=1124,https://takeuforward.org/data-structure/count-maximum-consecutive-ones-in-the-array/,https://takeuforward.org/plus/dsa/problems/maximum-consecutive-ones,https://takeuforward.org/plus/dsa/problems/maximum-consecutive-ones?tab=editorial,,https://www.codingninjas.com/codestudio/problems/traffic_6682625?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3piuaAN,https://youtu.be/bYWLJb3vCWY?t=1124,,,,gfg:bitly_expanded_destination_unverified
50,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,12,12,findthnmbrthtpprsncndthrnmbrstwic,"Find the number that appears once, and other numbers twice.",Medium,1,Arrays | Hashing | Data Structures,https://leetcode.com/problems/single-number/,https://www.codingninjas.com/codestudio/problems/find-the-single-element_6680465,https://www.geeksforgeeks.org/problems/element-appearing-once2552/0,https://www.youtube.com/watch?v=bYWLJb3vCWY&t=1369,https://takeuforward.org/arrays/find-the-number-that-appears-once-and-the-other-numbers-twice/,https://takeuforward.org/plus/dsa/problems/single-number---i,https://takeuforward.org/plus/dsa/problems/single-number---i?tab=editorial,,https://www.codingninjas.com/codestudio/problems/find-the-single-element_6680465?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dudCD8,https://youtu.be/bYWLJb3vCWY?t=1369,,,,gfg:bitly_expanded_destination_unverified
51,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,13,13,longestsubarraywithsumpositives,Longest subarray with given sum K(positives),Medium,1,Arrays | Data Structures | Hashing,,https://www.codingninjas.com/codestudio/problems/longest-subarray-with-sum-k_6682399,https://practice.geeksforgeeks.org/problems/longest-sub-array-with-sum-k0809/1,https://www.youtube.com/watch?v=frf7qxiN2qU,https://takeuforward.org/data-structure/longest-subarray-with-given-sum-k/,https://takeuforward.org/plus/dsa/problems/longest-subarray-with-sum-k,https://takeuforward.org/plus/dsa/problems/longest-subarray-with-sum-k?tab=editorial,,https://www.codingninjas.com/codestudio/problems/longest-subarray-with-sum-k_6682399?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://practice.geeksforgeeks.org/problems/longest-sub-array-with-sum-k0809/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=longest-sub-array-with-sum-k,https://www.youtube.com/watch?v=frf7qxiN2qU&feature=youtu.be,,,,
52,3,Solve Problems on Arrays [Easy -> Medium -> Hard],1,Easy,14,14,longestsubarraywithsumkposneg,Longest subarray with sum K (Positives + Negatives),Medium,1,Arrays | Data Structures | Hashing,,https://www.codingninjas.com/studio/problems/longest-subarray-with-sum-k_5713505,https://practice.geeksforgeeks.org/problems/longest-sub-array-with-sum-k0809/1,https://www.youtube.com/watch?v=frf7qxiN2qU,https://takeuforward.org/arrays/longest-subarray-with-sum-k-postives-and-negatives/,https://takeuforward.org/plus/dsa/problems/longest-subarray-with-sum-k,https://takeuforward.org/plus/dsa/problems/longest-subarray-with-sum-k?tab=editorial,,https://www.codingninjas.com/studio/problems/longest-subarray-with-sum-k_5713505?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://practice.geeksforgeeks.org/problems/longest-sub-array-with-sum-k0809/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=longest-sub-array-with-sum-k,,,,,
53,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,1,1,2smprblm,2Sum Problem,Medium,1,Arrays | Sorting | Data Structures | Two Pointer,https://leetcode.com/problems/two-sum/,https://www.codingninjas.com/codestudio/problems/reading_6845742,https://www.geeksforgeeks.org/problems/find-all-pairs-whose-sum-is-x5808/1,https://www.youtube.com/watch?v=UXDSeD9mN-k,https://takeuforward.org/data-structure/two-sum-check-if-a-pair-with-given-sum-exists-in-array/,https://takeuforward.org/plus/dsa/problems/two-sum,https://takeuforward.org/plus/dsa/problems/two-sum?tab=editorial,,https://www.codingninjas.com/codestudio/problems/reading_6845742?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3SVYU8f,https://youtu.be/UXDSeD9mN-k,,,,gfg:bitly_expanded_destination_unverified
54,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,2,2,srtnrryf0s1snd2s,Sort an array of 0's 1's and 2's,Medium,1,Arrays | Two Pointer | Data Structures,https://leetcode.com/problems/sort-colors/,https://www.codingninjas.com/codestudio/problems/sort-an-array-of-0s-1s-and-2s_892977,https://www.geeksforgeeks.org/problems/sort-an-array-of-0s-1s-and-2s4231/1,https://www.youtube.com/watch?v=tp8JIuCXBaU,https://takeuforward.org/data-structure/sort-an-array-of-0s-1s-and-2s/,https://takeuforward.org/plus/dsa/problems/sort-an-array-of-0's-1's-and-2's,https://takeuforward.org/plus/dsa/problems/sort-an-array-of-0's-1's-and-2's?tab=editorial,,https://www.codingninjas.com/codestudio/problems/sort-an-array-of-0s-1s-and-2s_892977?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dsROaZ,https://youtu.be/tp8JIuCXBaU,,,,gfg:bitly_expanded_destination_unverified
55,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,3,3,mjritylmntn2tims,Majority Element (>n/2 times),Easy,0,Arrays | Hashing | Data Structures,https://leetcode.com/problems/majority-element/,https://www.codingninjas.com/codestudio/problems/majority-element_6783241,https://www.geeksforgeeks.org/problems/majority-element-1587115620/1,https://www.youtube.com/watch?v=nP_ns3uSh80,https://takeuforward.org/data-structure/find-the-majority-element-that-occurs-more-than-n-2-times/,https://takeuforward.org/plus/dsa/problems/majority-element-i,https://takeuforward.org/plus/dsa/problems/majority-element-i?tab=editorial,,https://www.codingninjas.com/codestudio/problems/majority-element_6783241?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3SSpeA3,https://youtu.be/nP_ns3uSh80,,,,gfg:bitly_expanded_destination_unverified
56,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,4,4,kdnslgrithmmximmsbrrysm,"Kadane's Algorithm, maximum subarray sum",Easy,0,Arrays | Data Structures,https://leetcode.com/problems/maximum-subarray/,https://www.codingninjas.com/codestudio/problems/maximum-subarray-sum_630526,https://www.geeksforgeeks.org/problems/kadanes-algorithm-1587115620/0,https://www.youtube.com/watch?v=AHZpyENo7k4,https://takeuforward.org/data-structure/kadanes-algorithm-maximum-subarray-sum-in-an-array/,https://takeuforward.org/plus/dsa/problems/kadane's-algorithm,https://takeuforward.org/plus/dsa/problems/kadane's-algorithm?tab=editorial,,https://www.codingninjas.com/codestudio/problems/maximum-subarray-sum_630526?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dzyloY,https://youtu.be/AHZpyENo7k4?si=QJpof4R1hHokm1hw,,,,gfg:bitly_expanded_destination_unverified
57,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,5,5,printsbrrywithmximmsbrrysmxtnddvrsinfbvprblm,Print subarray with maximum subarray sum (extended version of above problem),Medium,1,Arrays | Hashing | Data Structures,,https://www.codingninjas.com/codestudio/problems/longest-subarray-with-sum-k_6682399,https://www.geeksforgeeks.org/problems/max-sum-in-sub-arrays0824/0,https://www.youtube.com/watch?v=AHZpyENo7k4,https://takeuforward.org/data-structure/kadanes-algorithm-maximum-subarray-sum-in-an-array/,https://takeuforward.org/plus/dsa/problems/kadane's-algorithm,https://takeuforward.org/plus/dsa/problems/kadane's-algorithm?tab=editorial,,https://www.codingninjas.com/codestudio/problems/longest-subarray-with-sum-k_6682399?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3SLFFhs,https://youtu.be/AHZpyENo7k4,,,,gfg:bitly_expanded_destination_unverified
58,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,6,6,stckbyndsll,Stock Buy and Sell,Easy,0,Arrays | Data Structures,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://www.codingninjas.com/codestudio/problems/best-time-to-buy-and-sell-stock_6194560,https://www.geeksforgeeks.org/problems/stock-buy-and-sell2615/0,https://www.youtube.com/watch?v=excAOvwF_Wk,https://takeuforward.org/data-structure/stock-buy-and-sell/,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock?tab=editorial,,https://www.codingninjas.com/codestudio/problems/best-time-to-buy-and-sell-stock_6194560?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Qrx6H9,https://youtu.be/excAOvwF_Wk,,,,gfg:bitly_expanded_destination_unverified
59,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,7,7,rrrngthrryinltrntingpsitivndngtivitms,Rearrange the array in alternating positive and negative items,Medium,1,Arrays | Data Structures,https://leetcode.com/problems/rearrange-array-elements-by-sign/,https://www.codingninjas.com/codestudio/problems/alternate-numbers_6783445,https://www.geeksforgeeks.org/problems/array-of-alternate-ve-and-ve-nos1401/1,https://www.youtube.com/watch?v=h4aBagy4Uok,https://takeuforward.org/arrays/rearrange-array-elements-by-sign/,https://takeuforward.org/plus/dsa/problems/rearrange-array-elements-by-sign,https://takeuforward.org/plus/dsa/problems/rearrange-array-elements-by-sign?tab=editorial,,https://www.codingninjas.com/codestudio/problems/alternate-numbers_6783445?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Qr3sSs,https://youtu.be/h4aBagy4Uok,,,,gfg:bitly_expanded_destination_unverified
60,3,Solve Problems on Arrays [Easy -> Medium -> Hard],2,Medium,8,8,nxtprmttin,Next Permutation,Medium,1,Arrays | Data Structures | Two Pointer,https://leetcode.com/problems/next-permutation/,https://www.codingninjas.com/codestudio/problems/next-greater-permutation_6929564,https://www.geeksforgeeks.org/problems/next-permutation5226/1,https://www.youtube.com/watch?v=JDOXKqF60RQ,https://takeuforward.org/data-structure/next_permutation-find-next-lexicographically-greater-permutation/,,,,https://www.codingninjas.com/codestudio/problems/next-greater-permutation_6929564?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3dug78u,https://youtu.be/JDOXKqF60RQ,,,,gfg:bitly_expanded_destination_unverified
